Project ID,Project Name,Number,Street,Borough,Council District,Latitude (Internal),Longitude (Internal),Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,All Counted Units,Total Units
68530,COOP CITY.HRP.FY20,920,BAYCHESTER AVENUE,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,152,207,207
68530,COOP CITY.HRP.FY20,920,CO OP CITY BOULEVARD,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,145,207,207
68530,COOP CITY.HRP.FY20,170,DREISER LOOP,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,148,207,207
68530,COOP CITY.HRP.FY20,120,DONIZETTI PLACE,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,95,150,150
68530,COOP CITY.HRP.FY20,140,DONIZETTI PLACE,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,106,175,175
68530,COOP CITY.HRP.FY20,120,DREISER LOOP,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,156,207,207
68530,COOP CITY.HRP.FY20,120,DARROW PLACE,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,89,150,150
68530,COOP CITY.HRP.FY20,140,DARROW PLACE,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,108,175,175
68530,COOP CITY.HRP.FY20,120,DEBS PLACE,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,93,150,150
68530,COOP CITY.HRP.FY20,140,DEBS PLACE,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,111,175,175
68530,COOP CITY.HRP.FY20,120,CARVER LOOP,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,93,150,150
68530,COOP CITY.HRP.FY20,140,CARVER LOOP,Bronx,12,40.87501,-73.828362,No,Non Prevailing Wage,0,114,175,175
68530,COOP CITY.HRP.FY20,80,ERSKINE PLACE,Bronx,12,40.86128,-73.823481,No,Non Prevailing Wage,0,147,207,207
69757,88-56 162ND STREET,88-56,162 STREET,Queens,24,40.70687,-73.799561,No,Non Prevailing Wage,0,0,16,16
69756,15 HUNTERFLY PLACE,15,HUNTERFLY PLACE,Brooklyn,36,,,No,Non Prevailing Wage,0,0,3,8
69755,701 QUINCY STREET,701,QUINCY STREET,Brooklyn,36,40.68947,-73.930818,No,Non Prevailing Wage,0,0,2,6
69775,102 QUINCY STREET,102,QUINCY STREET,Brooklyn,35,40.68597,-73.957154,No,Non Prevailing Wage,0,0,3,7
69754,1705 EAST 17TH STREET,1702,QUENTIN ROAD,Brooklyn,48,40.60824,-73.956011,No,Non Prevailing Wage,0,0,11,35
69753,710 GRAND STREET,710,GRAND STREET,Brooklyn,34,40.71135,-73.944329,No,Non Prevailing Wage,0,0,2,6
69752,836 MONROE STREET,291,FENIMORE STREET,Brooklyn,40,40.65876,-73.952691,No,Non Prevailing Wage,0,0,3,7
69750,146 ERASMUS STREET,146,ERASMUS STREET,Brooklyn,40,40.64946,-73.950867,No,Non Prevailing Wage,0,0,3,10
69751,2006 LEXINGTON AVENUE,2006,LEXINGTON AVENUE,Manhattan,9,40.80269,-73.938845,No,Non Prevailing Wage,0,0,3,10
69749,755 & 765 BEDFORD AVENUE,765,BEDFORD AVENUE,Brooklyn,33,40.69776,-73.956461,No,Non Prevailing Wage,0,0,9,27
69748,416 LENOX AVENUE,416,LENOX AVENUE,Manhattan,9,40.81124,-73.942478,No,Non Prevailing Wage,0,0,4,12
69800,CONFIDENTIAL,----,----,Queens,24,,,No,Non Prevailing Wage,0,0,1,1
69801,CONFIDENTIAL,----,----,Bronx,17,,,No,Non Prevailing Wage,0,0,1,1
69747,225 HOWARD AVENUE,225,HOWARD AVENUE,Brooklyn,41,40.68041,-73.919228,No,Non Prevailing Wage,0,0,2,6
69746,3-31 ST. NICHOLAS AVENUE,1274,FLUSHING AVENUE,Brooklyn,34,40.70847,-73.922527,No,Non Prevailing Wage,0,0,6,18
69666,CONFIDENTIAL,----,----,Queens,24,,,No,Non Prevailing Wage,0,0,1,1
69668,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
69745,THE MILO,855,GRAND STREET,Brooklyn,34,40.71245,-73.939649,No,Non Prevailing Wage,0,0,7,35
69744,3603 BARNES AVENUE,3603,BARNES AVENUE,Bronx,12,40.87849,-73.861907,No,Non Prevailing Wage,0,0,3,10
69743,1603 LINCOLN PLACE APARTMENTS,1603,LINCOLN PLACE,Brooklyn,41,40.66954,-73.923524,No,Non Prevailing Wage,0,0,4,13
69672,CONFIDENTIAL,----,----,Manhattan,9,,,No,Non Prevailing Wage,0,1,1,1
69673,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
69741,1315 REVEREND JAMES A POLITE AVENUE,1315,REV JAMES POLITE AVENUE,Bronx,16,40.83043,-73.895186,No,Non Prevailing Wage,0,0,3,8
69742,1950 HOBART AVENUE,1950,HOBART AVENUE,Bronx,13,40.85082,-73.830933,No,Non Prevailing Wage,0,0,3,9
69736,336/338 EAST 28TH STREET,336,EAST 28 STREET,Brooklyn,45,40.64217,-73.950854,No,Non Prevailing Wage,0,0,5,13
69737,481 EAST 21ST STREET,481,EAST 21 STREET,Brooklyn,40,40.6425,-73.95827,No,Non Prevailing Wage,0,0,3,10
69670,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
69671,CONFIDENTIAL,----,----,Bronx,11,,,No,Non Prevailing Wage,0,0,1,1
69735,216 BOERUM STREET APARTMENTS,216,BOERUM STREET,Brooklyn,34,40.70604,-73.939114,No,Non Prevailing Wage,0,0,3,8
63326,469 TOMPKINS AVE.GHPP.FY20,469,TOMPKINS AVENUE,Brooklyn,36,40.6814,-73.943229,No,Non Prevailing Wage,0,0,6,6
69733,312 & 314 KEAP STREET,312,KEAP STREET,Brooklyn,34,40.70786,-73.955029,No,Non Prevailing Wage,0,0,5,13
69734,VICTORY HIGHLANDS,7,HIGHLAND AVENUE,Staten Island,49,,,No,Non Prevailing Wage,0,0,2,2
69734,VICTORY HIGHLANDS,11,HIGHLAND AVENUE,Staten Island,49,,,No,Non Prevailing Wage,0,0,2,2
69734,VICTORY HIGHLANDS,15,HIGHLAND AVENUE,Staten Island,49,,,No,Non Prevailing Wage,0,0,2,14
69732,1810 CROTONA PARK EAST APARTMENTS,1810,CROTONA PARK EAST,Bronx,17,40.83853,-73.892991,No,Non Prevailing Wage,0,0,7,23
69740,516 WEST 162 STREET APARTMENTS,516,WEST 162 STREET,Manhattan,7,40.83622,-73.940925,No,Non Prevailing Wage,0,0,4,20
69730,1600 EAST 19TH STREET,1590,EAST 19 STREET,Brooklyn,48,40.61107,-73.955048,No,Non Prevailing Wage,0,0,7,22
69731,ALEXANDER LOFTS,139,ALEXANDER AVENUE,Bronx,8,40.80748,-73.927437,No,Non Prevailing Wage,0,0,6,6
69731,ALEXANDER LOFTS,141,ALEXANDER AVENUE,Bronx,8,40.80754,-73.92739,No,Non Prevailing Wage,0,0,3,16
69729,800 EMPIRE BOULEVARD APARTMENTS,800,EMPIRE BOULEVARD,Brooklyn,41,40.66347,-73.935397,No,Non Prevailing Wage,0,0,11,35
69727,2365 ATLANTIC AVENUE,2365,ATLANTIC AVENUE,Brooklyn,37,40.67641,-73.906698,No,Non Prevailing Wage,0,0,3,8
69728,263 FRANKLIN AVENUE APARTMENTS,263,FRANKLIN AVENUE,Brooklyn,36,40.6904,-73.956952,No,Non Prevailing Wage,0,0,6,18
69726,194 LEXINGTON AVENUE,194,LEXINGTON AVENUE,Brooklyn,36,40.68712,-73.953738,No,Non Prevailing Wage,0,0,3,8
69725,"DIME, THE",277,SOUTH 5 STREET,Brooklyn,34,40.70959,-73.957925,No,Non Prevailing Wage,0,0,54,177
69723,187 JOHNSON AVENUE,187,JOHNSON AVENUE,Brooklyn,34,40.70686,-73.942486,No,Non Prevailing Wage,0,0,3,8
69724,371 STOCKHOLM STREET,371,STOCKHOLM STREET,Brooklyn,37,40.70476,-73.917937,No,Non Prevailing Wage,0,0,9,27
69721,2019 UNION STREET,2019,UNION STREET,Brooklyn,41,40.66693,-73.921444,No,Non Prevailing Wage,0,0,3,8
69722,THE LOIS,350,CLARKSON AVENUE,Brooklyn,40,40.65515,-73.948607,No,Non Prevailing Wage,0,0,75,250
69719,1270 NEW YORK AVENUE,1270,NEW YORK AVENUE,Brooklyn,45,40.64194,-73.946033,No,Non Prevailing Wage,0,0,12,39
69720,770 EAST 214TH STREET APARTMENTS,770,EAST 214 STREET,Bronx,12,40.87895,-73.862401,No,Non Prevailing Wage,0,0,3,10
69551,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,4,4
69717,235 EAST 203RD STREET,235,EAST 203 STREET,Bronx,11,40.87385,-73.885268,No,Non Prevailing Wage,0,0,4,13
69718,594 BUSHWICK AVENUE,594,BUSHWICK AVENUE,Brooklyn,34,40.69832,-73.934646,No,Non Prevailing Wage,0,0,20,64
69715,250 LENOX ROAD APARTMENTS,250,LENOX ROAD,Brooklyn,40,40.65374,-73.951134,No,Non Prevailing Wage,0,0,8,24
69716,THE VITAGRAPH APARTMENTS,1277,EAST 14 STREET,Brooklyn,44,40.61878,-73.960413,No,Non Prevailing Wage,0,0,91,302
69517,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,1,1
69713,31-19 37TH STREET APARTMENTS,31-19,37 STREET,Queens,22,40.76143,-73.918874,No,Non Prevailing Wage,0,0,12,38
69714,984 HALSEY STREET APARTMENTS,984,HALSEY STREET,Brooklyn,37,40.68591,-73.914679,No,Non Prevailing Wage,0,0,3,8
69712,681 FRANKLIN AVENUE,681,FRANKLIN AVENUE,Brooklyn,35,40.67523,-73.956014,No,Non Prevailing Wage,0,0,2,9
69518,CONFIDENTIAL,----,----,Queens,29,,,No,Non Prevailing Wage,0,0,1,1
69710,486-488 LEFFERTS AVENUE APARTMENTS,486,LEFFERTS AVENUE,Brooklyn,40,40.66243,-73.945065,No,Non Prevailing Wage,0,0,6,18
69711,65-25 ROOSEVELT AVENUE,65-25,ROOSEVELT AVENUE,Queens,26,40.74642,-73.898151,No,Non Prevailing Wage,0,0,3,10
69707,2096 STRAUSS STREET APARTMENTS,2096,STRAUSS STREET,Brooklyn,42,40.66263,-73.915051,No,Non Prevailing Wage,0,0,2,6
69708,3103 WEBSTER AVENUE,3103,WEBSTER AVENUE,Bronx,11,40.87119,-73.877242,No,Non Prevailing Wage,0,0,10,33
69709,THE RENNIE CONDOMINIUM,2351,7 AVENUE,Manhattan,9,40.81671,-73.942051,No,Non Prevailing Wage,0,0,27,134
69705,311 WILSON AVENUE APARTMENTS,311,WILSON AVENUE,Brooklyn,37,40.69688,-73.918502,No,Non Prevailing Wage,0,0,3,10
69706,PROSPECT PLAZA APARTMENTS,135,PROSPECT AVENUE,Brooklyn,39,40.66661,-73.994247,No,Non Prevailing Wage,0,0,6,18
69703,303 SUMPTER STREET,303,SUMPTER STREET,Brooklyn,41,40.68104,-73.912835,No,Non Prevailing Wage,0,0,3,8
69704,305 SUMPTER STREET,305,SUMPTER STREET,Brooklyn,41,40.68106,-73.912734,No,Non Prevailing Wage,0,0,3,9
68894,HP HUTCHINSON RIVER PARKWAY HDFC.HPO.FY20,1632,HUTCHINSON RIVER PARKWAY,Bronx,13,40.84434,-73.836284,Yes,Non Prevailing Wage,0,0,44,44
67286,ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),20-52,MOTT AVENUE,Queens,31,40.60571,-73.753022,No,Non Prevailing Wage,24,92,231,231
67286,ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),20-10,MOTT AVENUE,Queens,31,40.60461,-73.75303,No,Non Prevailing Wage,8,34,85,85
67693,680 ST. NICHOLAS AVENUE,680,ST NICHOLAS AVENUE,Manhattan,9,40.82356,-73.944639,Yes,Non Prevailing Wage,49,8,60,60
67693,680 ST. NICHOLAS AVENUE,356,WEST 145 STREET,Manhattan,9,40.82356,-73.944639,Yes,Non Prevailing Wage,36,8,52,52
68188,WEST 141ST STREET CLUSTER.PILLARS.FY20,111,WEST 141 STREET,Manhattan,9,40.8185,-73.938939,No,Non Prevailing Wage,0,4,59,59
68188,WEST 141ST STREET CLUSTER.PILLARS.FY20,148,WEST 141 STREET,Manhattan,9,40.8182,-73.93942,No,Non Prevailing Wage,2,2,30,30
68432,LINDEN PLAZA PRESERVATION LP.YR15.FY20,750,ELDERT LANE,Brooklyn,42,,,No,Non Prevailing Wage,0,25,32,32
68432,LINDEN PLAZA PRESERVATION LP.YR15.FY20,760,ELDERT LANE,Brooklyn,42,,,No,Non Prevailing Wage,0,46,294,294
68432,LINDEN PLAZA PRESERVATION LP.YR15.FY20,675,LINCOLN AVENUE,Brooklyn,42,40.67288,-73.865945,No,Non Prevailing Wage,3,50,319,319
68432,LINDEN PLAZA PRESERVATION LP.YR15.FY20,735,LINCOLN AVENUE,Brooklyn,42,,,No,Non Prevailing Wage,2,42,294,294
68432,LINDEN PLAZA PRESERVATION LP.YR15.FY20,790,ELDERT LANE,Brooklyn,42,,,No,Non Prevailing Wage,1,33,294,294
68432,LINDEN PLAZA PRESERVATION LP.YR15.FY20,765,LINCOLN AVENUE,Brooklyn,42,,,No,Non Prevailing Wage,0,32,294,294
69399,179 NORTH 7TH STREET APARTMENTS,179 REAR,NORTH 7 STREET,Brooklyn,33,,,No,Non Prevailing Wage,0,0,3,9
66720,J2,147-07,94 AVENUE,Queens,27,40.69954,-73.806194,No,Non Prevailing Wage,53,163,408,543
69397,254 EAST 28TH STREET,254,EAST 28 STREET,Brooklyn,45,40.64373,-73.951019,No,Non Prevailing Wage,0,0,3,10
69398,FENIMORE STREET APARTMENTS,293,FENIMORE STREET,Brooklyn,40,40.65877,-73.952612,No,Non Prevailing Wage,0,0,3,3
69398,FENIMORE STREET APARTMENTS,289,FENIMORE STREET,Brooklyn,40,40.65876,-73.952767,No,Non Prevailing Wage,0,0,3,16
69398,FENIMORE STREET APARTMENTS,291,FENIMORE STREET,Brooklyn,40,40.65876,-73.952691,No,Non Prevailing Wage,0,0,3,3
69355,GOODWILL TERRACE,21-Apr,27 AVENUE,Queens,22,,,No,Non Prevailing Wage,0,0,202,202
69395,114 JEFFERSON STREET,114,JEFFERSON STREET,Brooklyn,34,40.69938,-73.930742,No,Non Prevailing Wage,0,0,3,8
69396,HALSEY STREET APARTMENTS,625,HALSEY STREET,Brooklyn,36,40.68462,-73.927336,No,Non Prevailing Wage,0,0,3,10
69396,HALSEY STREET APARTMENTS,625A,HALSEY STREET,Brooklyn,36,40.68462,-73.927336,No,Non Prevailing Wage,0,0,3,10
51582,425 GRAND CONCOURSE,425,GRAND CONCOURSE,Bronx,17,40.81698,-73.928521,No,Non Prevailing Wage,56,55,277,277
58780,DINSMORE CHESTNUT,110,DINSMORE PLACE,Brooklyn,37,,,No,Non Prevailing Wage,104,115,275,275
64232,RADROC,19-38,CORNAGA AVENUE,Queens,31,40.60253,-73.752573,No,Non Prevailing Wage,18,74,173,173
64232,RADROC,18-Oct,BEACH 20 STREET,Queens,31,,,No,Non Prevailing Wage,7,27,80,80
66102,1613 REALTY LTD.GHPP.FY20,1135,HOE AVENUE,Bronx,17,40.82703,-73.89109,No,Non Prevailing Wage,1,9,32,32
66970,HUNTERS POINT SOUTH PARCELS F AND G,57-28,2 STREET,Queens,26,40.7381,-73.960725,No,Non Prevailing Wage,66,44,332,443
66970,HUNTERS POINT SOUTH PARCELS F AND G,15-Jan,57 AVENUE,Queens,26,,,No,Non Prevailing Wage,104,67,517,689
67367,BEACH 21ST STREET,1047,BEACH 21 STREET,Queens,31,40.60355,-73.754071,No,Non Prevailing Wage,23,88,224,224
68080,980 WESTCHESTER AVE.,980,WESTCHESTER AVENUE,Bronx,17,40.82306,-73.89436,No,Non Prevailing Wage,51,40,151,151
69339,CONFIDENTIAL,----,----,Bronx,17,,,No,Non Prevailing Wage,0,0,1,1
69392,1266 OCEAN PARKWAY APARTMENTS,1266,OCEAN PARKWAY,Brooklyn,44,40.61772,-73.969909,No,Non Prevailing Wage,0,0,3,10
69393,1266 PACIFIC STREET APARTMENTS,1266,PACIFIC STREET,Brooklyn,36,40.67737,-73.949357,No,Non Prevailing Wage,0,0,3,10
49713,SOBRO. 988 WASHINGTON AVE. NEW ROADS PLAZA,986,WASHINGTON AVENUE,Bronx,17,40.82589,-73.909628,No,Non Prevailing Wage,57,0,95,95
65563,LES 278 HDFC.PLP.FY20 (278 EAST 7 STREET),276,EAST 7 STREET,Manhattan,2,40.72309,-73.977077,No,Non Prevailing Wage,1,14,17,17
68157,GREENPOINT LANDING D2,221,WEST STREET,Brooklyn,33,,,No,Non Prevailing Wage,0,0,83,302
68158,GREENPOINT LANDING D3,213,WEST STREET,Brooklyn,33,40.73467,-73.961748,No,Non Prevailing Wage,0,0,108,108
69394,103-43 120TH STREET APARTMENTS,103-43,120 STREET,Queens,28,40.68711,-73.823055,No,Non Prevailing Wage,0,0,3,10
48996,204 AVENUE A & 535 EAST 12TH STREET PROJECT,204,AVENUE A,Manhattan,2,40.72938,-73.980751,No,Non Prevailing Wage,0,0,10,10
48996,204 AVENUE A & 535 EAST 12TH STREET PROJECT,535,EAST 12 STREET,Manhattan,2,40.72861,-73.979615,No,Non Prevailing Wage,0,0,11,11
65306,MARCUS GARVEY PHASE I-BUILDING B + D,169,LIVONIA AVENUE,Brooklyn,41,40.66291,-73.91128,No,Non Prevailing Wage,9,12,78,78
65306,MARCUS GARVEY PHASE I-BUILDING B + D,215,LIVONIA AVENUE,Brooklyn,41,40.66311,-73.910509,No,Non Prevailing Wage,1,64,95,96
67130,COMMUNITY ACCESS. 1159 RIVER AVENUE,1159,RIVER AVENUE,Bronx,16,,,No,Non Prevailing Wage,148,0,245,245
68210,COMUNILIFE. 3395-3401 THIRD AVENUE,3401,3 AVENUE,Bronx,16,40.82847,-73.90746,No,Non Prevailing Wage,90,29,148,148
69184,MARCUS GARVEY PHASE I- BUILDING F,449,CHESTER STREET,Brooklyn,42,40.66031,-73.909024,No,Non Prevailing Wage,9,80,173,174
69338,CONFIDENTIAL,----,----,Brooklyn,37,,,No,Non Prevailing Wage,0,0,1,1
69391,753 ELTON AVENUE APARTMENTS,753,ELTON AVENUE,Bronx,17,40.82073,-73.914076,No,Non Prevailing Wage,0,0,3,8
65582,4697 THIRD AVENUE,4697,3 AVENUE,Bronx,15,40.85871,-73.891418,No,Non Prevailing Wage,12,12,53,53
68542,CHATTERTON.HRP.FY20,1041,PUGSLEY AVENUE,Bronx,18,40.82781,-73.857094,No,Non Prevailing Wage,6,126,133,133
68267,SUNSET GARDENS HDFC.HUDMF,405,44 STREET,Brooklyn,38,40.64969,-74.008408,Yes,Non Prevailing Wage,80,1,81,81
69390,177-14 WEXFORD TERRACE,177-14,WEXFORD TERRACE,Queens,24,40.71269,-73.786544,No,Non Prevailing Wage,0,0,12,39
69389,1613 BROOKLYN AVENUE APARTMENTS,1617,BROOKLYN AVENUE,Brooklyn,45,40.63358,-73.941608,No,Non Prevailing Wage,0,0,11,35
68526,PLAZA APARTMENTS,212,CROWN STREET,Brooklyn,35,40.66619,-73.953338,Yes,Non Prevailing Wage,29,3,35,35
68526,PLAZA APARTMENTS,298,ST JOHNS PLACE,Brooklyn,35,40.67395,-73.967594,Yes,Non Prevailing Wage,12,2,15,15
68526,PLAZA APARTMENTS,304,SAINT JOHNS PLACE,Brooklyn,35,40.67399,-73.967446,Yes,Non Prevailing Wage,10,0,13,13
68526,PLAZA APARTMENTS,308,ST JOHNS PLACE,Brooklyn,35,40.67405,-73.967313,Yes,Non Prevailing Wage,7,3,13,13
69336,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
69337,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,0,1,1
69388,TROUTMAN STREET APARTMENTS,31,TROUTMAN STREET,Brooklyn,34,40.69819,-73.933001,No,Non Prevailing Wage,0,0,6,18
69419,456 AVENUE P APARTMENTS,456,AVENUE P,Brooklyn,44,40.60881,-73.970568,No,Non Prevailing Wage,0,0,9,28
69334,CONFIDENTIAL,----,----,Bronx,11,,,No,Non Prevailing Wage,0,0,1,1
69335,CONFIDENTIAL,----,----,Manhattan,4,,,No,Non Prevailing Wage,0,1,1,1
69387,19 MALTA STREET,19,MALTA STREET,Brooklyn,42,40.66002,-73.89571,No,Non Prevailing Wage,0,0,2,6
62057,32-34 PUTNAM AVENUE CLUSTER PHASE I,55,CARLTON AVENUE,Brooklyn,35,40.69632,-73.973245,No,Non Prevailing Wage,0,0,6,6
62057,32-34 PUTNAM AVENUE CLUSTER PHASE I,546,DEKALB AVENUE,Brooklyn,36,40.69086,-73.954709,No,Non Prevailing Wage,0,0,7,7
62057,32-34 PUTNAM AVENUE CLUSTER PHASE I,1216,PACIFIC STREET,Brooklyn,36,40.67752,-73.951607,No,Non Prevailing Wage,0,0,5,5
68079,167-171 CHRYSTIE STREET,167,CHRYSTIE STREET,Manhattan,1,40.7208,-73.992857,No,Non Prevailing Wage,0,7,15,78
69386,2746 FULTON STREET,2746,FULTON STREET,Brooklyn,37,40.67758,-73.893198,No,Non Prevailing Wage,0,0,3,9
69385,100 SUYDAM STREET,1251,MYRTLE AVENUE,Brooklyn,34,40.69788,-73.928732,No,Non Prevailing Wage,0,0,3,10
61840,LENOX AVENUE CLUSTER (ANCP),406,LENOX AVENUE,Manhattan,9,40.81093,-73.942677,No,Non Prevailing Wage,0,0,9,9
61840,LENOX AVENUE CLUSTER (ANCP),422,LENOX AVENUE,Manhattan,9,40.81154,-73.942265,No,Non Prevailing Wage,0,0,4,4
61840,LENOX AVENUE CLUSTER (ANCP),424,LENOX AVENUE,Manhattan,9,40.81158,-73.942236,No,Non Prevailing Wage,0,0,3,3
61840,LENOX AVENUE CLUSTER (ANCP),426,LENOX AVENUE,Manhattan,9,40.81162,-73.942207,No,Non Prevailing Wage,0,0,3,3
61840,LENOX AVENUE CLUSTER (ANCP),428,LENOX AVENUE,Manhattan,9,40.81166,-73.942178,No,Non Prevailing Wage,0,0,4,4
61840,LENOX AVENUE CLUSTER (ANCP),432,LENOX AVENUE,Manhattan,9,40.81174,-73.94212,No,Non Prevailing Wage,0,0,3,3
61840,LENOX AVENUE CLUSTER (ANCP),135,WEST 132 STREET,Manhattan,9,40.81297,-73.943535,No,Non Prevailing Wage,0,0,29,29
69384,495 ST. JOHNS PLACE,495,ST JOHNS PLACE,Brooklyn,35,40.67355,-73.961426,No,Non Prevailing Wage,0,0,8,26
68810,215 AUDUBON AVENUE HDFC.GHPP.FY20,215,AUDUBON AVENUE,Manhattan,10,40.8452,-73.934563,No,Non Prevailing Wage,24,19,47,47
69383,1329 EAST 13TH STREET,1329,EAST 13 STREET,Brooklyn,48,40.6171,-73.96147,No,Non Prevailing Wage,0,0,5,14
69382,505 UNION AVENUE APARTMENTS,503,UNION AVENUE,Brooklyn,33,40.71577,-73.952192,No,Non Prevailing Wage,0,0,7,23
63968,BALTON COMMONS,267,WEST 126 STREET,Manhattan,9,40.8108,-73.95,No,Non Prevailing Wage,9,4,37,37
69309,CONFIDENTIAL,----,----,Manhattan,8,,,No,Non Prevailing Wage,0,0,1,1
69310,CONFIDENTIAL,----,----,Queens,20,,,No,Prevailing Wage,0,0,1,1
69380,25-34 STEINWAY STREET,25-34,STEINWAY STREET,Queens,22,40.76718,-73.912679,No,Non Prevailing Wage,0,0,3,10
69381,PLG APARTMENTS,123,LINDEN BOULEVARD,Brooklyn,40,40.6527,-73.954306,No,Non Prevailing Wage,0,0,141,467
60963,FAC. 6309 FOURTH AVENUE,6309,4 AVENUE,Brooklyn,38,40.63878,-74.020059,No,Prevailing Wage,75,0,76,76
60963,FAC. 6309 FOURTH AVENUE,414,63 STREET,Brooklyn,38,40.63866,-74.01986,No,Prevailing Wage,8,0,8,8
68268,HARBOR HILL HDFC,5605,2 AVENUE,Brooklyn,38,40.64523,-74.0205,Yes,Non Prevailing Wage,85,1,87,87
69295,CONFIDENTIAL,----,----,Brooklyn,36,,,No,Non Prevailing Wage,0,0,2,2
69378,251 WEST 117TH STREET,251,WEST 117 STREET,Manhattan,9,40.80473,-73.953389,No,Non Prevailing Wage,0,0,32,104
69379,987 WILLOUGHBY AVENUE APARTMENTS,987,WILLOUGHBY AVENUE,Brooklyn,34,40.69872,-73.929701,No,Non Prevailing Wage,0,0,10,31
67960,1120 WHEELER AVE.GHPP.FY20,1120,WHEELER AVENUE,Bronx,17,40.82648,-73.879348,No,Non Prevailing Wage,0,1,4,4
69375,253-255 NOSTRAND AVENUE APARTMENTS,253,NOSTRAND AVENUE,Brooklyn,36,40.69021,-73.951241,No,Non Prevailing Wage,0,0,3,10
69377,73 STARR STREET APARTMENTS,73,STARR STREET,Brooklyn,34,40.70184,-73.926693,No,Non Prevailing Wage,0,0,8,24
69373,186 ST. GEORGES CRESCENT,170,EAST 206 STREET,Bronx,11,40.8757,-73.885048,No,Non Prevailing Wage,0,0,18,56
69374,433 EAST 13TH STREET APARTMENTS,435,EAST 13 STREET,Manhattan,2,40.73028,-73.981249,No,Non Prevailing Wage,0,12,30,113
69308,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,1,1,1
69372,THE ELEVEN 11 APARTMENTS,1111,BEDFORD AVENUE,Brooklyn,36,40.68564,-73.953966,No,Non Prevailing Wage,0,0,9,28
67540,777 GLENMORE AVENUE,777,GLENMORE AVENUE,Brooklyn,37,40.67551,-73.881442,No,Non Prevailing Wage,0,6,6,32
69371,188 PULASKI STREET,188,PULASKI STREET,Brooklyn,36,40.69273,-73.944063,No,Non Prevailing Wage,0,0,2,6
69369,74 BLEECKER STREET,74,BLEECKER STREET,Brooklyn,34,40.69436,-73.921617,No,Non Prevailing Wage,0,0,3,8
69370,87-65 171ST STREET APARTMENTS,87-67,171 STREET,Queens,27,40.71118,-73.790574,No,Non Prevailing Wage,0,0,10,31
67632,BK WESTCHESTER-HOME STREET LLC.PLP.FY20,1084,HOME STREET,Bronx,17,40.82761,-73.886949,No,Non Prevailing Wage,1,46,56,56
67632,BK WESTCHESTER-HOME STREET LLC.PLP.FY20,1244,WESTCHESTER AVENUE,Bronx,17,40.82627,-73.88814,No,Non Prevailing Wage,8,45,59,59
68433,GODDARD RIVERSIDE.HRP.FY20,711,AMSTERDAM AVENUE,Manhattan,6,40.79279,-73.970566,No,Non Prevailing Wage,50,133,194,194
69307,CONFIDENTIAL,----,----,Brooklyn,40,,,No,Non Prevailing Wage,0,1,1,1
69367,104-22 ASTORIA BOULEVARD,104-22,ASTORIA BOULEVARD,Queens,21,40.76088,-73.864674,No,Non Prevailing Wage,0,0,3,7
69368,142 ERASMUS STREET,142,ERASMUS STREET,Brooklyn,40,40.64946,-73.950957,No,Non Prevailing Wage,0,0,3,10
69366,1666 BROADWAY APARTMENTS,1666,BROADWAY,Brooklyn,41,40.68417,-73.91321,No,Non Prevailing Wage,0,0,2,5
69364,2920 BRIGHTON 4TH STREET,2920,BRIGHTON 4 STREET,Brooklyn,48,40.58038,-73.964709,No,Non Prevailing Wage,0,0,4,13
69365,370 EVERGREEN AVENUE,370,EVERGREEN AVENUE,Brooklyn,34,40.69405,-73.923885,No,Non Prevailing Wage,0,0,2,6
69270,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,1,1
69362,235 HAWTHORNE STREET APARTMENTS,235,HAWTHORNE STREET,Brooklyn,40,40.658,-73.952522,No,Non Prevailing Wage,0,0,6,17
69363,264 SULLIVAN PLACE APARTMENTS,264,SULLIVAN PLACE,Brooklyn,35,40.66437,-73.952352,No,Non Prevailing Wage,0,0,8,25
